plant,customer,distance,locations
plant_7,customer_172,162.43,"[-87.28252, 35.039849]"
plant_7,customer_173,891.65,"[-102.731391, 33.068569]"
plant_7,customer_176,541.21,"[-82.222238, 37.85643]"
plant_7,customer_177,578.07,"[-98.333462, 33.334719]"
plant_7,customer_178,245.53,"[-86.492109, 36.919549]"
plant_7,customer_179,313.99,"[-86.2689, 32.778382]"
plant_7,customer_180,96.95,"[-88.955489, 36.180572]"
plant_7,customer_183,767.71,"[-101.556273, 33.621196]"
plant_7,customer_185,396.36,"[-94.201025, 32.425089]"
plant_7,customer_191,524.96,"[-97.050624, 32.339706]"
plant_7,customer_193,239.25,"[-87.850058, 32.914681]"
plant_7,customer_194,105.57,"[-88.478646, 36.248479]"
plant_7,customer_195,790.1,"[-79.467811, 40.371319]"
plant_7,customer_196,83.55,"[-88.931807, 36.035077]"
plant_7,customer_202,636.44,"[-99.164474, 34.392414]"
plant_7,customer_206,424.83,"[-95.552292, 32.872611]"
plant_7,customer_207,249.38,"[-91.562084, 32.825533]"
plant_7,customer_211,808.61,"[-101.658174, 32.624494]"
plant_7,customer_216,735.39,"[-80.622259, 40.646771]"
plant_7,customer_217,683.14,"[-99.905346, 32.622764]"
plant_7,customer_218,185.14,"[-90.235788, 33.466932]"
plant_7,customer_220,931.68,"[-103.506459, 33.512406]"
plant_7,customer_221,263.17,"[-89.19509, 32.136275]"
plant_7,customer_223,213.31,"[-90.262907, 32.765704]"
plant_7,customer_227,118.81,"[-89.766549, 34.070688]"
plant_7,customer_231,774.66,"[-78.252587, 39.035022]"
plant_7,customer_235,543.29,"[-97.523495, 32.917792]"
plant_7,customer_241,356.61,"[-91.797593, 32.182866]"
plant_7,customer_246,175.65,"[-88.609779, 33.324347]"
plant_7,customer_247,770.48,"[-79.714641, 40.14654]"
plant_7,customer_248,376.47,"[-94.719732, 32.824375]"
plant_8,customer_1,223.74,"[-97.400281, 33.119504]"
plant_8,customer_2,289.32,"[-104.146281, 34.045009]"
plant_8,customer_4,956.95,"[-86.024723, 33.64755]"
plant_8,customer_5,322.74,"[-104.642711, 32.647087]"
plant_8,customer_10,1273.88,"[-81.36037, 36.622746]"
plant_8,customer_14,175.54,"[-98.399894, 33.51573]"
plant_8,customer_15,1550.9,"[-77.695401, 38.979039]"
plant_8,customer_21,420.74,"[-94.272464, 33.879494]"
plant_8,customer_24,1246.72,"[-85.393407, 43.555699]"
plant_8,customer_26,819.88,"[-88.470236, 35.887553]"
plant_8,customer_27,1023.11,"[-85.306892, 34.05084]"
plant_8,customer_28,1095.8,"[-84.385289, 36.603522]"
plant_8,customer_31,599.9,"[-91.070835, 33.294127]"
plant_8,customer_33,779.08,"[-89.146373, 35.576094]"
plant_8,customer_42,102.79,"[-98.985873, 34.036948]"
plant_8,customer_44,834.47,"[-88.339312, 34.56966]"
plant_8,customer_45,1048.8,"[-85.3432, 34.674826]"
plant_8,customer_49,996.86,"[-86.15226, 34.385553]"
plant_8,customer_51,1386.17,"[-79.380349, 40.028771]"
plant_8,customer_52,1349.46,"[-79.875215, 40.158978]"
plant_8,customer_55,1123.25,"[-83.641023, 35.814402]"
plant_8,customer_61,442.93,"[-93.824881, 34.072716]"
plant_8,customer_65,157.57,"[-102.589507, 33.911307]"
plant_8,customer_67,132.43,"[-100.85088, 32.629017]"
plant_8,customer_68,841.67,"[-88.004147, 33.014059]"
plant_8,customer_71,466.79,"[-93.38638, 34.016592]"
plant_8,customer_74,759.05,"[-89.813252, 36.701256]"
plant_8,customer_78,66.72,"[-101.13903, 34.352121]"
plant_8,customer_80,428.61,"[-94.282043, 34.307716]"
plant_8,customer_82,606.57,"[-91.48747, 32.820359]"
plant_8,customer_86,1075.18,"[-84.966037, 34.754311]"
plant_8,customer_87,899.38,"[-87.481247, 34.346046]"
plant_8,customer_88,291.61,"[-96.375459, 33.061658]"
plant_8,customer_90,894.59,"[-87.599853, 36.929183]"
plant_8,customer_92,899.77,"[-88.057566, 36.699237]"
plant_8,customer_97,426.87,"[-94.150853, 34.162888]"
plant_8,customer_100,803.82,"[-88.143854, 32.701764]"
plant_8,customer_101,1028.71,"[-85.26517, 34.427289]"
plant_8,customer_103,1123.0,"[-83.637411, 36.183039]"
plant_8,customer_106,1302.85,"[-88.965577, 45.709573]"
plant_8,customer_107,1252.66,"[-81.644252, 36.618928]"
plant_8,customer_108,1218.3,"[-82.728105, 37.998574]"
plant_8,customer_111,511.91,"[-92.679021, 34.281537]"
plant_8,customer_117,814.7,"[-89.209225, 36.494944]"
plant_8,customer_124,504.77,"[-93.073687, 32.774364]"
plant_8,customer_127,1378.3,"[-80.419321, 37.7234]"
plant_8,customer_128,1299.61,"[-81.066481, 37.150221]"
plant_8,customer_135,1290.62,"[-83.2732, 42.551081]"
plant_8,customer_139,525.86,"[-93.023093, 32.203119]"
plant_8,customer_142,1222.36,"[-82.429427, 35.618511]"
plant_8,customer_144,781.8,"[-89.755509, 33.914063]"
plant_8,customer_146,454.36,"[-93.274745, 33.41125]"
plant_8,customer_147,571.69,"[-92.446974, 32.058432]"
plant_8,customer_148,215.0,"[-102.498932, 32.405262]"
plant_8,customer_149,473.1,"[-93.264086, 33.107796]"
plant_8,customer_150,651.9,"[-90.988379, 35.527373]"
plant_8,customer_151,774.24,"[-89.747728, 36.481716]"
plant_8,customer_154,124.01,"[-100.989135, 32.789566]"
plant_8,customer_159,459.23,"[-93.967264, 35.63687]"
plant_8,customer_161,434.97,"[-94.192765, 34.322428]"
plant_8,customer_162,806.5,"[-88.894124, 33.520435]"
plant_8,customer_164,986.51,"[-85.719681, 33.88894]"
plant_8,customer_166,1557.61,"[-77.623197, 39.343855]"
plant_8,customer_169,900.14,"[-87.025061, 34.36266]"
plant_8,customer_172,896.44,"[-87.28252, 35.039849]"
plant_8,customer_173,182.79,"[-102.731391, 33.068569]"
plant_8,customer_176,1249.95,"[-82.222238, 37.85643]"
plant_8,customer_177,188.21,"[-98.333462, 33.334719]"
plant_8,customer_178,981.42,"[-86.492109, 36.919549]"
plant_8,customer_179,953.16,"[-86.2689, 32.778382]"
plant_8,customer_180,805.8,"[-88.955489, 36.180572]"
plant_8,customer_183,91.04,"[-101.556273, 33.621196]"
plant_8,customer_185,429.86,"[-94.201025, 32.425089]"
plant_8,customer_191,285.53,"[-97.050624, 32.339706]"
plant_8,customer_193,827.81,"[-87.850058, 32.914681]"
plant_8,customer_194,841.46,"[-88.478646, 36.248479]"
plant_8,customer_195,1378.79,"[-79.467811, 40.371319]"
plant_8,customer_196,819.44,"[-88.931807, 36.035077]"
plant_8,customer_202,118.2,"[-99.164474, 34.392414]"
plant_8,customer_206,345.64,"[-95.552292, 32.872611]"
plant_8,customer_207,603.84,"[-91.562084, 32.825533]"
plant_8,customer_211,192.11,"[-101.658174, 32.624494]"
plant_8,customer_216,1334.5,"[-80.622259, 40.646771]"
plant_8,customer_217,123.48,"[-99.905346, 32.622764]"
plant_8,customer_218,655.26,"[-90.235788, 33.466932]"
plant_8,customer_220,209.45,"[-103.506459, 33.512406]"
plant_8,customer_221,755.3,"[-89.19509, 32.136275]"
plant_8,customer_223,697.27,"[-90.262907, 32.765704]"
plant_8,customer_227,773.05,"[-89.766549, 34.070688]"
plant_8,customer_231,1510.55,"[-78.252587, 39.035022]"
plant_8,customer_235,230.06,"[-97.523495, 32.917792]"
plant_8,customer_241,597.96,"[-91.797593, 32.182866]"
plant_8,customer_246,815.9,"[-88.609779, 33.324347]"
plant_8,customer_247,1358.72,"[-79.714641, 40.14654]"
plant_8,customer_248,412.03,"[-94.719732, 32.824375]"
plant_9,customer_1,547.15,"[-97.400281, 33.119504]"
plant_9,customer_2,956.78,"[-104.146281, 34.045009]"
plant_9,customer_4,286.44,"[-86.024723, 33.64755]"
plant_9,customer_5,1008.42,"[-104.642711, 32.647087]"
plant_9,customer_10,650.92,"[-81.36037, 36.622746]"
plant_9,customer_14,605.02,"[-98.399894, 33.51573]"
plant_9,customer_15,927.94,"[-77.695401, 38.979039]"
plant_9,customer_21,359.03,"[-94.272464, 33.879494]"
plant_9,customer_24,813.64,"[-85.393407, 43.555699]"
plant_9,customer_26,196.93,"[-88.470236, 35.887553]"
plant_9,customer_27,348.85,"[-85.306892, 34.05084]"
plant_9,customer_28,472.84,"[-84.385289, 36.603522]"
plant_9,customer_31,101.03,"[-91.070835, 33.294127]"
plant_9,customer_33,156.12,"[-89.146373, 35.576094]"
plant_9,customer_42,622.37,"[-98.985873, 34.036948]"
plant_9,customer_44,147.87,"[-88.339312, 34.56966]"
plant_9,customer_45,341.29,"[-85.3432, 34.674826]"
plant_9,customer_49,276.39,"[-86.15226, 34.385553]"
plant_9,customer_51,885.6,"[-79.380349, 40.028771]"
plant_9,customer_52,863.27,"[-79.875215, 40.158978]"
plant_9,customer_55,500.29,"[-83.641023, 35.814402]"
plant_9,customer_61,299.28,"[-93.824881, 34.072716]"
plant_9,customer_65,897.72,"[-102.589507, 33.911307]"
plant_9,customer_67,754.77,"[-100.85088, 32.629017]"
plant_9,customer_68,185.16,"[-88.004147, 33.014059]"
plant_9,customer_71,274.2,"[-93.38638, 34.016592]"
plant_9,customer_74,226.15,"[-89.813252, 36.701256]"
plant_9,customer_78,786.17,"[-101.13903, 34.352121]"
plant_9,customer_80,319.11,"[-94.282043, 34.307716]"
plant_9,customer_82,146.93,"[-91.48747, 32.820359]"
plant_9,customer_86,371.92,"[-84.966037, 34.754311]"
plant_9,customer_87,192.65,"[-87.481247, 34.346046]"
plant_9,customer_88,470.59,"[-96.375459, 33.061658]"
plant_9,customer_90,301.9,"[-87.599853, 36.929183]"
plant_9,customer_92,276.82,"[-88.057566, 36.699237]"
plant_9,customer_97,316.43,"[-94.150853, 34.162888]"
plant_9,customer_100,200.05,"[-88.143854, 32.701764]"
plant_9,customer_101,354.45,"[-85.26517, 34.427289]"
plant_9,customer_103,500.04,"[-83.637411, 36.183039]"
plant_9,customer_106,957.88,"[-88.965577, 45.709573]"
plant_9,customer_107,629.7,"[-81.644252, 36.618928]"
plant_9,customer_108,641.72,"[-82.728105, 37.998574]"
plant_9,customer_111,232.48,"[-92.679021, 34.281537]"
plant_9,customer_117,211.29,"[-89.209225, 36.494944]"
plant_9,customer_124,245.05,"[-93.073687, 32.774364]"
plant_9,customer_127,747.02,"[-80.419321, 37.7234]"
plant_9,customer_128,676.65,"[-81.066481, 37.150221]"
plant_9,customer_135,849.13,"[-83.2732, 42.551081]"
plant_9,customer_139,279.67,"[-93.023093, 32.203119]"
plant_9,customer_142,599.4,"[-82.429427, 35.618511]"
plant_9,customer_144,32.51,"[-89.755509, 33.914063]"
plant_9,customer_146,251.84,"[-93.274745, 33.41125]"
plant_9,customer_147,262.68,"[-92.446974, 32.058432]"
plant_9,customer_148,857.45,"[-102.498932, 32.405262]"
plant_9,customer_149,254.86,"[-93.264086, 33.107796]"
plant_9,customer_150,160.63,"[-90.988379, 35.527373]"
plant_9,customer_151,200.86,"[-89.747728, 36.481716]"
plant_9,customer_154,769.99,"[-100.989135, 32.789566]"
plant_9,customer_159,321.2,"[-93.967264, 35.63687]"
plant_9,customer_161,311.63,"[-94.192765, 34.322428]"
plant_9,customer_162,109.22,"[-88.894124, 33.520435]"
plant_9,customer_164,316.0,"[-85.719681, 33.88894]"
plant_9,customer_166,934.66,"[-77.623197, 39.343855]"
plant_9,customer_169,214.5,"[-87.025061, 34.36266]"
plant_9,customer_172,231.36,"[-87.28252, 35.039849]"
plant_9,customer_173,905.1,"[-102.731391, 33.068569]"
plant_9,customer_176,654.13,"[-82.222238, 37.85643]"
plant_9,customer_177,591.52,"[-98.333462, 33.334719]"
plant_9,customer_178,358.46,"[-86.492109, 36.919549]"
plant_9,customer_179,312.13,"[-86.2689, 32.778382]"
plant_9,customer_180,209.88,"[-88.955489, 36.180572]"
plant_9,customer_183,781.17,"[-101.556273, 33.621196]"
plant_9,customer_185,340.66,"[-94.201025, 32.425089]"
plant_9,customer_191,538.41,"[-97.050624, 32.339706]"
plant_9,customer_193,199.89,"[-87.850058, 32.914681]"
plant_9,customer_194,218.5,"[-88.478646, 36.248479]"
plant_9,customer_195,903.02,"[-79.467811, 40.371319]"
plant_9,customer_196,196.48,"[-88.931807, 36.035077]"
plant_9,customer_202,649.9,"[-99.164474, 34.392414]"
plant_9,customer_206,438.29,"[-95.552292, 32.872611]"
plant_9,customer_207,152.12,"[-91.562084, 32.825533]"
plant_9,customer_211,822.07,"[-101.658174, 32.624494]"
plant_9,customer_216,848.31,"[-80.622259, 40.646771]"
plant_9,customer_217,696.59,"[-99.905346, 32.622764]"
plant_9,customer_218,60.32,"[-90.235788, 33.466932]"
plant_9,customer_220,945.14,"[-103.506459, 33.512406]"
plant_9,customer_221,168.13,"[-89.19509, 32.136275]"
plant_9,customer_223,118.27,"[-90.262907, 32.765704]"
plant_9,customer_227,20.79,"[-89.766549, 34.070688]"
plant_9,customer_231,887.59,"[-78.252587, 39.035022]"
plant_9,customer_235,556.74,"[-97.523495, 32.917792]"
plant_9,customer_241,261.56,"[-91.797593, 32.182866]"
plant_9,customer_246,136.28,"[-88.609779, 33.324347]"
plant_9,customer_247,883.41,"[-79.714641, 40.14654]"
plant_9,customer_248,389.93,"[-94.719732, 32.824375]"
plant_10,customer_1,994.55,"[-97.400281, 33.119504]"
plant_10,customer_2,1404.19,"[-104.146281, 34.045009]"
plant_10,customer_4,333.12,"[-86.024723, 33.64755]"
plant_10,customer_5,1455.83,"[-104.642711, 32.647087]"
plant_10,customer_10,82.54,"[-81.36037, 36.622746]"
plant_10,customer_14,1052.43,"[-98.399894, 33.51573]"
plant_10,customer_15,359.56,"[-77.695401, 38.979039]"
plant_10,customer_21,806.43,"[-94.272464, 33.879494]"
plant_10,customer_24,671.66,"[-85.393407, 43.555699]"
plant_10,customer_26,397.19,"[-88.470236, 35.887553]"
plant_10,customer_27,295.17,"[-85.306892, 34.05084]"
plant_10,customer_28,164.92,"[-84.385289, 36.603522]"
plant_10,customer_31,662.0,"[-91.070835, 33.294127]"
plant_10,customer_33,430.39,"[-89.146373, 35.576094]"
plant_10,customer_42,1069.77,"[-98.985873, 34.036948]"
plant_10,customer_44,434.72,"[-88.339312, 34.56966]"
plant_10,customer_45,238.58,"[-85.3432, 34.674826]"
plant_10,customer_49,305.01,"[-86.15226, 34.385553]"
plant_10,customer_51,376.33,"[-79.380349, 40.028771]"
plant_10,customer_52,376.89,"[-79.875215, 40.158978]"
plant_10,customer_55,102.09,"[-83.641023, 35.814402]"
plant_10,customer_61,746.69,"[-93.824881, 34.072716]"
plant_10,customer_65,1345.13,"[-102.589507, 33.911307]"
plant_10,customer_67,1202.18,"[-100.85088, 32.629017]"
plant_10,customer_68,449.97,"[-88.004147, 33.014059]"
plant_10,customer_71,721.6,"[-93.38638, 34.016592]"
plant_10,customer_74,502.79,"[-89.813252, 36.701256]"
plant_10,customer_78,1233.57,"[-101.13903, 34.352121]"
plant_10,customer_80,766.52,"[-94.282043, 34.307716]"
plant_10,customer_82,708.14,"[-91.48747, 32.820359]"
plant_10,customer_86,221.52,"[-84.966037, 34.754311]"
plant_10,customer_87,383.77,"[-87.481247, 34.346046]"
plant_10,customer_88,917.99,"[-96.375459, 33.061658]"
plant_10,customer_90,364.56,"[-87.599853, 36.929183]"
plant_10,customer_92,387.85,"[-88.057566, 36.699237]"
plant_10,customer_97,763.83,"[-94.150853, 34.162888]"
plant_10,customer_100,462.18,"[-88.143854, 32.701764]"
plant_10,customer_101,260.18,"[-85.26517, 34.427289]"
plant_10,customer_103,80.46,"[-83.637411, 36.183039]"
plant_10,customer_106,910.61,"[-88.965577, 45.709573]"
plant_10,customer_107,61.32,"[-81.644252, 36.618928]"
plant_10,customer_108,153.65,"[-82.728105, 37.998574]"
plant_10,customer_111,679.88,"[-92.679021, 34.281537]"
plant_10,customer_117,476.33,"[-89.209225, 36.494944]"
plant_10,customer_124,779.21,"[-93.073687, 32.774364]"
plant_10,customer_127,178.64,"[-80.419321, 37.7234]"
plant_10,customer_128,108.27,"[-81.066481, 37.150221]"
plant_10,customer_135,539.28,"[-83.2732, 42.551081]"
plant_10,customer_139,787.77,"[-93.023093, 32.203119]"
plant_10,customer_142,102.06,"[-82.429427, 35.618511]"
plant_10,customer_144,539.7,"[-89.755509, 33.914063]"
plant_10,customer_146,758.58,"[-93.274745, 33.41125]"
plant_10,customer_147,770.94,"[-92.446974, 32.058432]"
plant_10,customer_148,1304.85,"[-102.498932, 32.405262]"
plant_10,customer_149,785.12,"[-93.264086, 33.107796]"
plant_10,customer_150,568.37,"[-90.988379, 35.527373]"
plant_10,customer_151,505.71,"[-89.747728, 36.481716]"
plant_10,customer_154,1217.4,"[-100.989135, 32.789566]"
plant_10,customer_159,768.6,"[-93.967264, 35.63687]"
plant_10,customer_161,759.03,"[-94.192765, 34.322428]"
plant_10,customer_162,505.17,"[-88.894124, 33.520435]"
plant_10,customer_164,322.01,"[-85.719681, 33.88894]"
plant_10,customer_166,366.27,"[-77.623197, 39.343855]"
plant_10,customer_169,357.51,"[-87.025061, 34.36266]"
plant_10,customer_172,377.09,"[-87.28252, 35.039849]"
plant_10,customer_173,1352.51,"[-102.731391, 33.068569]"
plant_10,customer_176,147.07,"[-82.222238, 37.85643]"
plant_10,customer_177,1038.93,"[-98.333462, 33.334719]"
plant_10,customer_178,290.01,"[-86.492109, 36.919549]"
plant_10,customer_179,398.33,"[-86.2689, 32.778382]"
plant_10,customer_180,438.59,"[-88.955489, 36.180572]"
plant_10,customer_183,1228.57,"[-101.556273, 33.621196]"
plant_10,customer_185,857.22,"[-94.201025, 32.425089]"
plant_10,customer_191,985.82,"[-97.050624, 32.339706]"
plant_10,customer_193,440.09,"[-87.850058, 32.914681]"
plant_10,customer_194,421.5,"[-88.478646, 36.248479]"
plant_10,customer_195,393.76,"[-79.467811, 40.371319]"
plant_10,customer_196,441.38,"[-88.931807, 36.035077]"
plant_10,customer_202,1097.31,"[-99.164474, 34.392414]"
plant_10,customer_206,885.69,"[-95.552292, 32.872611]"
plant_10,customer_207,712.45,"[-91.562084, 32.825533]"
plant_10,customer_211,1269.47,"[-101.658174, 32.624494]"
plant_10,customer_216,431.99,"[-80.622259, 40.646771]"
plant_10,customer_217,1144.0,"[-99.905346, 32.622764]"
plant_10,customer_218,595.71,"[-90.235788, 33.466932]"
plant_10,customer_220,1392.54,"[-103.506459, 33.512406]"
plant_10,customer_221,551.98,"[-89.19509, 32.136275]"
plant_10,customer_223,643.2,"[-90.262907, 32.765704]"
plant_10,customer_227,582.52,"[-89.766549, 34.070688]"
plant_10,customer_231,319.21,"[-78.252587, 39.035022]"
plant_10,customer_235,1004.15,"[-97.523495, 32.917792]"
plant_10,customer_241,715.67,"[-91.797593, 32.182866]"
plant_10,customer_246,487.43,"[-88.609779, 33.324347]"
plant_10,customer_247,374.14,"[-79.714641, 40.14654]"
plant_10,customer_248,837.33,"[-94.719732, 32.824375]"
